class,image_path,name,xmax,xmin,ymax,ymin
0,fe96e7ed9ef749b69d0b74096011cf75.jpg,GRAFFITI,1292,724,447,289
0,fe96e7ed9ef749b69d0b74096011cf75.jpg,GRAFFITI,1518,1125,481,279
0,fe96e7ed9ef749b69d0b74096011cf75.jpg,GRAFFITI,1701,1334,493,277
,abfa406f2948f52722b1e1ecc88d9d97.jpg,,,,,
,12278ffce3c4a30ff22395f26db302f4.jpg,,,,,
,c9ca339eac2991e3aa7e97c2164e51f3.jpg,,,,,
,7a70ad7e2ff84faefd6ef6401e7a2e4c.jpg,,,,,
3,16bff027619beb4ff1052bbcc5707e9d.jpg,GARBAGE,1203,998,770,667
4,a59353d45eb22f89e0c73aaae706dd3b.jpg,CONSTRUCTION_ROAD,1780,10,1106,143
4,a59353d45eb22f89e0c73aaae706dd3b.jpg,CONSTRUCTION_ROAD,820,5,1145,85
9,4fac6244b0e9b083103fda099ae395bc.jpg,CLUTTER_SIDEWALK,1636,-17,725,410
4,ace6aa6c1a1f33a5b6ffdbe258701381.jpg,CONSTRUCTION_ROAD,1939,997,773,5
3,37e943fba7442c504de5fee180fe1711.jpg,GARBAGE,584,367,478,365
8,052c59d8d4fbafda23fcd178e89b4d4a.jpg,SAND_ON_ROAD,1552,419,561,159
0,2437d76bea663a8361b2c3b1da2fe1bb.jpg,GRAFFITI,1922,836,640,331
0,2437d76bea663a8361b2c3b1da2fe1bb.jpg,GRAFFITI,1314,413,623,333
0,2437d76bea663a8361b2c3b1da2fe1bb.jpg,GRAFFITI,956,27,619,324
,067ceed0e568f0fec9e420fa2e3a7e56.jpg,,,,,
,c0e5faaaeb4e2b975e6e11f6dd17f826.jpg,,,,,
,cbf698696830be6deffac683379f5f1f.jpg,,,,,
,64b761afaf2a49a43067f8202f01a218.jpg,,,,,
,e446eadc7c6d56e29f8071fbfbc16f83.jpg,,,,,
,ae6e5e43aff48be9afcabefb18d33144.jpg,,,,,
,a1ca9ff7037acacf7fdb46ce3de52c51.jpg,,,,,
,dd6b7ec17090ad2a9257f3247044a75a.jpg,,,,,
3,26b74987cc8add1708a564fb6945fbf3.jpg,GARBAGE,163,2,498,389
8,ed08bfc85594bc97e9656e412d529976.jpg,SAND_ON_ROAD,1312,904,522,392
,8b36f3358feb3a0ba54c337355f586e4.jpg,,,,,
9,420129f069a3fd8c1792bc3fe144771b.jpg,CLUTTER_SIDEWALK,1881,4,1046,331
,eb01623edde288678af80a5de0b3ea57.jpg,,,,,
,51e45a98c72f86c44bc6340c6ca6a8e7.jpg,,,,,
,a79fe66b41cbb7ea6156d792c166fe64.jpg,,,,,
4,8aa96430c8ccdbfeaacfe7b9d73ac413.jpg,CONSTRUCTION_ROAD,1613,594,537,305
4,762a7b69d647bfbba5d6ad122be6f6aa.jpg,CONSTRUCTION_ROAD,1356,18,699,288
4,762a7b69d647bfbba5d6ad122be6f6aa.jpg,CONSTRUCTION_ROAD,1868,657,637,265
4,762a7b69d647bfbba5d6ad122be6f6aa.jpg,CONSTRUCTION_ROAD,477,1,747,246
,6cfc6b30bc66bd764f8909148718c204.jpg,,,,,
,1164f60413da089fbad7666e6bb764cb.jpg,,,,,
,15cdf65779a3ca480bb8c2babab17113.jpg,,,,,
,5b03ecdbe089165db75ce978c1bc27b3.jpg,,,,,
,b31f1f5a06ae2a899c7a3a984b658d65.jpg,,,,,
,faf0cbb28d699ce2cbe86354db46a2c4.jpg,,,,,
,d2bf2c6be9f824a62d7c28287c377d1d.jpg,,,,,
,6f66a2899a0c0f8109fc6ec74a8c211c.jpg,,,,,
,4a9aa8bf8079d22478f42a62c3b35f80.jpg,,,,,
,5a65bd0ea0d7540f6425148ce27df5ff.jpg,,,,,
,012096618361635b074b072f8af26a97.jpg,,,,,
,1ddbe0ad166303ee03f8dae336efe88a.jpg,,,,,
,24f207da148bf2ea659342fe33e93323.jpg,,,,,
,36ac9263e8217644451d9ba8302459c8.jpg,,,,,
,c9e9432901fbdcd3c78a74b542ea82d8.jpg,,,,,
,6352a9edfa7eade9bcdbc7723a233318.jpg,,,,,
,afa26249b33787c02f0c9aa29b6b0764.jpg,,,,,
,3315f307559c63db6bfde1beda08245f.jpg,,,,,
,e82186b0c9ad645974a227722ef75124.jpg,,,,,
,a192f783740516028b4911d262d14bc7.jpg,,,,,
,0bd806a66f1d4e4302b354c34baca077.jpg,,,,,
,49cef47efd9d68388f7f69546c2397d4.jpg,,,,,
10,a9614bba06dbbb3fae5a6ef08f238f19.jpg,UNKEPT_FACADE,1892,1117,693,111
3,a828c28e6dc3b6e61cc3665f8a429262.jpg,GARBAGE,463,126,608,451
,d540a9a121a2c1e393a509dd267b4ec2.jpg,,,,,
,77ac493700369accc28d39be5b31f153.jpg,,,,,
0,3bc7cdee582cfae76ee88011d5da2a1a.jpg,GRAFFITI,1906,1520,410,268
5,3bc7cdee582cfae76ee88011d5da2a1a.jpg,BROKEN_SIGNAGE,703,170,986,589
,91b960e323b8ea15cdc156a01a2d908b.jpg,,,,,
4,4b0e6b27f68acecf83c2fcad63dc2e70.jpg,CONSTRUCTION_ROAD,1939,-62,1105,120
8,6a95a7003c4caf2b8c69efaaac8e2095.jpg,SAND_ON_ROAD,1752,1374,401,289
8,6a95a7003c4caf2b8c69efaaac8e2095.jpg,SAND_ON_ROAD,656,3,563,294
,5d96548bf66787da0c5b92463ae524c4.jpg,,,,,
,7d469f5e480b239d6070e78d179c3e1a.jpg,,,,,
2,bfe8342d205dee48293515bdcc8efa71.jpg,POTHOLES,973,629,498,300
3,1d80f65d82f5cb114b3f7f53865f0290.jpg,GARBAGE,1270,990,648,539
,9ff331386e363c5d65f99d6b12ddbe57.jpg,,,,,
0,db289f9f5939f6403e294f674dd7e658.jpg,GRAFFITI,1485,1223,498,366
,3fefa6ca6cbc3512fa92d0aa626cd552.jpg,,,,,
,c502035ec2b8e45843df13af75bda743.jpg,,,,,
,12b1658b32d624cc3861668900da132a.jpg,,,,,
,2772690816ecbad849ca465d3f045977.jpg,,,,,
3,13c496479de528e9cb8cf2fd24765ffc.jpg,GARBAGE,1305,1068,684,557
,832416faf8de588857681b138874c22e.jpg,,,,,
3,055f975c73af31b07d8a86bb7a64fd84.jpg,GARBAGE,214,4,700,593
,68f4be9e969596715ae564330b09fc75.jpg,,,,,
,b73ea7c87a6f9528edd1c81522726d3b.jpg,,,,,
2,35dd451ec4ae6b058f814fca2dc41180.jpg,POTHOLES,669,216,782,530
,e1d959b535d7141fd275b0d5370e39b4.jpg,,,,,
,af24e31cc9bbe6eafe3c89ab1539e79a.jpg,,,,,
9,d0cbc07c2ff73d3619d64307cd7fe7ab.jpg,CLUTTER_SIDEWALK,1881,4,1055,340
4,970ae101fc13743cd3926eaf01b72d52.jpg,CONSTRUCTION_ROAD,659,0,615,210
4,970ae101fc13743cd3926eaf01b72d52.jpg,CONSTRUCTION_ROAD,859,155,534,237
,67e7671185332c65ae3c7e90dd74acee.jpg,,,,,
2,b93b3bb4ea2ffbf9eff6bbf01240de54.jpg,POTHOLES,1660,971,794,470
2,b93b3bb4ea2ffbf9eff6bbf01240de54.jpg,POTHOLES,650,99,764,647
,1f9a930efa8fd265bd12e86a6b4601fd.jpg,,,,,
,944aa7dd95f42a1510e67449621a39b7.jpg,,,,,
,a05046fe5d8e9e6e9ef9fb8fcfaf1842.jpg,,,,,
,2b96d70e7d2441ed04011874d11cb08b.jpg,,,,,
,68827079728d40c7900e3ee791690edf.jpg,,,,,
7,821b35c7247a292e4e6977d125d8677e.jpg,BAD_BILLBOARD,1962,172,886,-46
0,f0594f443dadeb82b3e17a11d8e438c6.jpg,GRAFFITI,1905,1302,555,122
0,6ad16a6419750f245b37bef7107d0f66.jpg,GRAFFITI,1384,1130,444,332
,8f53092ef5efae8beeb1a28ff2da2384.jpg,,,,,
4,f6d5d0a3f62ec765cbe28a75d4148787.jpg,CONSTRUCTION_ROAD,1918,1700,569,316
3,95396e6ed7fa8ce4e85115e4fd435dc0.jpg,GARBAGE,1580,1330,1049,944
2,edf85e1732621b2d92e281d62ec3e086.jpg,POTHOLES,1166,829,569,375
0,101a891fda63b45ecf019e56cb1bc465.jpg,GRAFFITI,1912,1089,551,204
7,101a891fda63b45ecf019e56cb1bc465.jpg,BAD_BILLBOARD,1580,550,272,19
,ae59f797a2f56a00d6242672829ca12f.jpg,,,,,
,f210e25205591e745c339c785e6fddfa.jpg,,,,,
2,e7e5d6bd44e1a2fb3b15438fbdf22825.jpg,POTHOLES,1691,1092,854,624
,d790cdc0c4684e0e9c2baee1dd439403.jpg,,,,,
,37e88278c9cfd1ca76197d91fca6fd24.jpg,,,,,
,bb31ba22c5cbcb65428067bc7b8882a4.jpg,,,,,
,883bcd7ec083fbd77d9abe2c32b51743.jpg,,,,,
3,096d03848e8c710dbe821bb3641997b3.jpg,GARBAGE,1817,635,690,234
,a99fb22f445a726eedc1daeca07f7046.jpg,,,,,
,6dc09e56295226ec4d00b1d3bf69db86.jpg,,,,,
,120ef5e75a671b5c36851b10d7c0fd8b.jpg,,,,,
,f4d2536219b66131edcfee76fc9e3e83.jpg,,,,,
4,158288f79471a58a996533d845dcd04e.jpg,CONSTRUCTION_ROAD,1142,11,603,116
,dbf7d937651a211428de13d440848913.jpg,,,,,
,609760ab21b3bf9c19e1bfc2c6aa21bf.jpg,,,,,
7,3f3bed357298160ee03184d758b2f464.jpg,BAD_BILLBOARD,1948,178,1123,-67
,8cad3e6ebec980da90c42a9de0a5166c.jpg,,,,,
,a5595af68d71d6fbeed6f03fec165dd6.jpg,,,,,
7,71b75e1edb38f6e2b6740ac22bdba47e.jpg,BAD_BILLBOARD,1580,1223,367,240
,79305b3f970727fd80b9e89ac6d35ad4.jpg,,,,,
,45b266fd5f302e7b1cbf8790d1d0dba4.jpg,,,,,
0,f25241460438e69d13da4e76bdd0e66e.jpg,GRAFFITI,1624,1133,367,146
0,76709085d3e8252acd600a5b7edf516c.jpg,GRAFFITI,1444,1022,580,461
,c17aeb12753c24b61de85d8bf26fb9da.jpg,,,,,
3,d11bf5a18f67f558229f701b5f3a713b.jpg,GARBAGE,1012,674,365,262
3,d11bf5a18f67f558229f701b5f3a713b.jpg,GARBAGE,262,0,396,267
3,d11bf5a18f67f558229f701b5f3a713b.jpg,GARBAGE,827,478,386,259
4,671994f0860f5d6a9c25b5045de753fe.jpg,CONSTRUCTION_ROAD,1915,38,1025,226
4,671994f0860f5d6a9c25b5045de753fe.jpg,CONSTRUCTION_ROAD,997,96,428,191
4,95c042929563c263d0b535d19590b3c5.jpg,CONSTRUCTION_ROAD,1661,66,779,160
,1e821bc00f2333f479d9c268161e8386.jpg,,,,,
,321fc3bfa2f991ffbb8cedb947c63dab.jpg,,,,,
4,6dea4393c6ffda08730ea79fa3b38c30.jpg,CONSTRUCTION_ROAD,1898,1268,599,180
4,6dea4393c6ffda08730ea79fa3b38c30.jpg,CONSTRUCTION_ROAD,830,27,665,287
4,6dea4393c6ffda08730ea79fa3b38c30.jpg,CONSTRUCTION_ROAD,1561,1072,487,274
,b1a0968f1769bf12febb7bd5eca49602.jpg,,,,,
,285ced54623d853dd42d30521b6510c9.jpg,,,,,
,282126442dc34a84018af0ab797f22cd.jpg,,,,,
,657c85e82c3ba558fbd2ae06f93ddcf7.jpg,,,,,
,44e6386766216062ef21502ffea3e2bc.jpg,,,,,
4,7c90190e1b5c6fbdb6429da7c0fce4e4.jpg,CONSTRUCTION_ROAD,1095,9,637,348
4,7c90190e1b5c6fbdb6429da7c0fce4e4.jpg,CONSTRUCTION_ROAD,1907,1220,654,250
4,7c90190e1b5c6fbdb6429da7c0fce4e4.jpg,CONSTRUCTION_ROAD,1821,747,638,319
,a82c3385d7a5de8010f645d681f5e6bb.jpg,,,,,
,320ace2f7532605ad6a70182184c7937.jpg,,,,,
,cdf816d7313fbdbda764d22e3970bfdb.jpg,,,,,
4,aec3b6cd2483fb1ccb1a72a59c08ff05.jpg,CONSTRUCTION_ROAD,1928,35,948,-37
,6d3e0c409c8af04d9e18e6addde956eb.jpg,,,,,
,c68377da040b35db1099a27b8c637ff5.jpg,,,,,
4,4a0cf1ca978746b565200446a120f364.jpg,CONSTRUCTION_ROAD,917,18,812,422
3,d64b7b6cd2abfe106213e8c22e0289f7.jpg,GARBAGE,1341,1068,702,584
,770a4ff8dbb28a6376daa753719968da.jpg,,,,,
,99ccd32ea37b77b33a2e08a2339dbef0.jpg,,,,,
2,0e775609f58653980b0e31e357e63d2f.jpg,POTHOLES,507,-1,760,573
2,0e775609f58653980b0e31e357e63d2f.jpg,POTHOLES,1920,1240,1075,713
,94a19597fee5243a08800b37b9207e79.jpg,,,,,
4,cd6ad05e61ee246342826bf2c735029f.jpg,CONSTRUCTION_ROAD,1810,301,816,274
,28eac7b5c7683c3543fd48be1da77585.jpg,,,,,
,5b48741dcad169ce94cdd332131b007e.jpg,,,,,
,de9c3c092d2405029fb360c5c7a4d1be.jpg,,,,,
2,eb04074ed3f9f93b1ceabff44640bdcb.jpg,POTHOLES,1902,1265,1007,636
3,03829890713f03586ac554a6912626f0.jpg,GARBAGE,778,10,661,243
,5b47d70d127e5c9fc6bf1ef9187ad90e.jpg,,,,,
3,adc0548f42a3e36689ea15c3be2553bd.jpg,GARBAGE,592,17,592,145
4,1b755e257098992054567c650cb34b81.jpg,CONSTRUCTION_ROAD,623,7,562,255
4,1b755e257098992054567c650cb34b81.jpg,CONSTRUCTION_ROAD,1871,1046,598,308
4,1b755e257098992054567c650cb34b81.jpg,CONSTRUCTION_ROAD,775,149,514,287
4,996ddc7d907d061c7f683c71f59b34f9.jpg,CONSTRUCTION_ROAD,816,7,792,31
4,996ddc7d907d061c7f683c71f59b34f9.jpg,CONSTRUCTION_ROAD,939,336,569,241
,579d467fafb4feb251937414a671f0d5.jpg,,,,,
,c2ddd698752bf09938afcbc57a29e50e.jpg,,,,,
,ff22fbd2212505b594b65615746d2729.jpg,,,,,
2,88988d04fb7c6475e176d7cf315e5cc9.jpg,POTHOLES,1097,674,725,373
3,d6b53720e130af4da44076a650937619.jpg,GARBAGE,443,-5,422,141
3,d6b53720e130af4da44076a650937619.jpg,GARBAGE,921,16,646,108
3,153bd30674e673359e6a324305940ecd.jpg,GARBAGE,1548,1331,482,384
3,63e67a7687d91810c69239e953c68d5b.jpg,GARBAGE,1929,1344,509,308
3,63e67a7687d91810c69239e953c68d5b.jpg,GARBAGE,1744,1428,580,453
,1cc45c417b8f67f7a14287c6b64cb73a.jpg,,,,,
,9b0c9cae6c6c1bb7966db87bca111fc0.jpg,,,,,
0,7de37cd7590755c4f27715646bb62b80.jpg,GRAFFITI,824,120,525,162
,e39f1a48e9f8c143acdf36ae3b47659e.jpg,,,,,
,e5a49ca7a6e223e046610e6ffa003a31.jpg,,,,,
4,0f4b44945ac3d3073851588f9049a800.jpg,CONSTRUCTION_ROAD,1922,0,997,406
4,e35a7030e3535d4e94a8a159e4e44529.jpg,CONSTRUCTION_ROAD,1561,1030,495,351
4,e35a7030e3535d4e94a8a159e4e44529.jpg,CONSTRUCTION_ROAD,1888,1309,522,344
,97f7d0bfca9371026ec37ea3966e6261.jpg,,,,,
3,bd8eab1b2a24730ef6c18bbed8bce596.jpg,GARBAGE,846,469,642,526
0,bd8eab1b2a24730ef6c18bbed8bce596.jpg,GRAFFITI,1069,684,582,412
,ae5fa14111de9d2544a2c294f121ae82.jpg,,,,,
,dc8ef3dbc76827414a29bb308d2da1e5.jpg,,,,,
,02c904f2806be2331b445e7f267e7058.jpg,,,,,
,77e032e5e179f764f42e6f813cbbcc67.jpg,,,,,
7,0d34f3e7baddabff5c8fe76f4798805e.jpg,BAD_BILLBOARD,1314,1102,382,273
,97f03b5860f98f6cd8c6070805456c38.jpg,,,,,
,eb65a8af1cea2a4a9015ad38a86b786f.jpg,,,,,
,16efb7185a6c09e1528d3298c260d0f6.jpg,,,,,
2,6670e7d02ad4963763cf140f29999745.jpg,POTHOLES,1073,650,986,630
,5250f91460ddc1aa0dec25373ab94f15.jpg,,,,,
,bd743c3c8b0de24ab2e43c8167e9645a.jpg,,,,,
2,5402148bd0a79c0732133009de1a28ea.jpg,POTHOLES,1076,713,642,421
,901f2cc758f280dab3a2235b35d542c9.jpg,,,,,
2,c0ca6b67104d80f72e1f58a917586e75.jpg,POTHOLES,1487,837,1060,598
2,c0ca6b67104d80f72e1f58a917586e75.jpg,POTHOLES,1401,933,721,496
2,c0ca6b67104d80f72e1f58a917586e75.jpg,POTHOLES,747,88,1059,645
,357d4331ee6986f575452016526a60c0.jpg,,,,,
8,42a8b92dec1df1bab652cf4d54d7e11d.jpg,SAND_ON_ROAD,493,-11,745,215
,8490fce8846ed511909d0d03edf82974.jpg,,,,,
2,d91a8610508fdf9434bfed1b68299b9b.jpg,POTHOLES,937,227,917,485
,d5e51342e6c73df1afd5c0ca1d511826.jpg,,,,,
,eaf124c6e5124e9e312fc6c7d3df02d9.jpg,,,,,
,96032f4d939645edc00a5d96a91f72ba.jpg,,,,,
,e1eef80362a60fe672769cc55d2c9085.jpg,,,,,
,893264695e7ae98e5c24640fec730207.jpg,,,,,
,5dacec3a72115721ce87e2658e7044a4.jpg,,,,,
,90f3ac840926666bf3a560f59fb09807.jpg,,,,,
,e8bb70932d98e011b779c195bd47e5ce.jpg,,,,,
,c3431e13ecc8208b1b318c19fb486212.jpg,,,,,
9,93bde74fdd41477b566d6d7ddea62619.jpg,CLUTTER_SIDEWALK,1956,477,814,407
,c27bcd998c2868d56a14e5da5289faf7.jpg,,,,,
,843859d6449d8502f8c3d6942895bb68.jpg,,,,,
,d67fdbe62a209e3b1b59e531bdfd9150.jpg,,,,,
8,44e496800f72985f72cd11e06d566e7a.jpg,SAND_ON_ROAD,1871,48,753,304
,2c81f8158d5fdf55d249b76736c05557.jpg,,,,,
,f7b9e825451c548132ed6044836738ea.jpg,,,,,
,3c9cf3de4bdca1de740a905afb0acc2a.jpg,,,,,
,5b4bf46fd68b9aee74044ac7a512341f.jpg,,,,,
3,3080da28fa19bdaa571e796e910d61a2.jpg,GARBAGE,1917,1762,491,363
3,6fc36a70eda97ea80e137c1dc5840cce.jpg,GARBAGE,315,7,462,305
,4e5767a0d39f2a65e7e8de1969472a31.jpg,,,,,
8,b7c4673ca9ba78d1e5d4698069be9a77.jpg,SAND_ON_ROAD,1691,1242,531,358
,b095105687888c7927cefc999f28ca7b.jpg,,,,,
3,b25403904e8e6e14ec3a658a00cfb633.jpg,GARBAGE,1398,1151,586,462
3,b25403904e8e6e14ec3a658a00cfb633.jpg,GARBAGE,201,1,631,482
4,2d84f0d96c27294c8529bc67e3db75f6.jpg,CONSTRUCTION_ROAD,1878,40,894,172
4,2d84f0d96c27294c8529bc67e3db75f6.jpg,CONSTRUCTION_ROAD,688,-4,852,74
0,630b98ec4f327d9e395e5c2bab203f01.jpg,GRAFFITI,1011,33,680,136
0,630b98ec4f327d9e395e5c2bab203f01.jpg,GRAFFITI,1814,56,779,232
0,630b98ec4f327d9e395e5c2bab203f01.jpg,GRAFFITI,1866,820,782,284
4,08ccb70fae5611a562f8bce98bd95631.jpg,CONSTRUCTION_ROAD,1823,28,1020,156
4,08ccb70fae5611a562f8bce98bd95631.jpg,CONSTRUCTION_ROAD,1907,818,991,197
,9c7ccb7965f0ae3741919c3c001eec79.jpg,,,,,
4,dcee0cf9016e571218ed42fcd3f8bf96.jpg,CONSTRUCTION_ROAD,1897,-25,853,294
8,11898656980019d9157d92e72e0d658e.jpg,SAND_ON_ROAD,1860,136,909,440
2,3a20b8e82319b898f3ddc6ae50505f16.jpg,POTHOLES,852,446,715,487
,17b6a3341789e7b0cf18a2ebc8d5385c.jpg,,,,,
7,dcaa79f5f7f070e1ec16baf6b102f984.jpg,BAD_BILLBOARD,1899,1352,338,63
,426aa6f9270f8ebf45b31081a80d6058.jpg,,,,,
2,b3f65c4d493d54ecc04b919be2df0151.jpg,POTHOLES,1286,789,768,585
,a72a6a4b25811e9260bc9a58a50891e9.jpg,,,,,
4,0ba2a22e1f8aa653476ce5f957a85310.jpg,CONSTRUCTION_ROAD,550,1,781,190
4,0ba2a22e1f8aa653476ce5f957a85310.jpg,CONSTRUCTION_ROAD,1885,907,707,169
,723d5b1245b16f3a0ca1a3e616fc0e09.jpg,,,,,
,955fce92a1680c466de09bacb43f8690.jpg,,,,,
,3f57a969e5c9efbf41eba723503cbc75.jpg,,,,,
4,692ebcd824a78e05f5c7f8fb5ec66060.jpg,CONSTRUCTION_ROAD,1917,1697,563,321
,864047ee4acf2a0549b1ea6ac59ca950.jpg,,,,,
,515783cc3b49ee36485dcb18b58e558a.jpg,,,,,
,555d96e36bf027986404a9d07d1af583.jpg,,,,,
,619842e229e93c071f2044f9b0c2c2a8.jpg,,,,,
,87275e41608b3bb8e1f2b44b3c76a0de.jpg,,,,,
,b94362eeb16a81091f4b883a1df9801e.jpg,,,,,
4,f5fe0773c3c2f2114a3bd4721f83511f.jpg,CONSTRUCTION_ROAD,883,424,469,271
4,f5fe0773c3c2f2114a3bd4721f83511f.jpg,CONSTRUCTION_ROAD,374,9,675,102
4,e90f010b15482ee778a4069468482b9b.jpg,CONSTRUCTION_ROAD,672,22,608,176
4,e90f010b15482ee778a4069468482b9b.jpg,CONSTRUCTION_ROAD,1867,1070,586,309
4,e90f010b15482ee778a4069468482b9b.jpg,CONSTRUCTION_ROAD,877,139,544,227
3,478a320f092b69fb8529ab0dd54cfed2.jpg,GARBAGE,1207,676,514,347
3,478a320f092b69fb8529ab0dd54cfed2.jpg,GARBAGE,936,451,518,339
,f4d973d27afaaada1cb8fd964ef76094.jpg,,,,,
4,728bc83d1883b621b056ba381e1382f8.jpg,CONSTRUCTION_ROAD,1924,44,994,222
,5d80d19d2e2678e203897d23fc66f1df.jpg,,,,,
,1fdab847efaf1c121cdb62a6b18c2f2d.jpg,,,,,
,d6c66ba266b466cbde9d2ce61e9a2d38.jpg,,,,,
,7c770d853be23fc4d787234cafb73284.jpg,,,,,
,92795d125ba05b156ac79ecc0843779f.jpg,,,,,
7,183e21b87bd2004e2edb140d686f379d.jpg,BAD_BILLBOARD,1520,894,368,178
,d365a719e9cd0c152c5900936f37e829.jpg,,,,,
,6bb9e37c2e2f6fba3696ed3dc2f7fb28.jpg,,,,,
,ef1ea2dcb57831ea2eeaf46f3d4bb01a.jpg,,,,,
,bc1811e696612160bcfe0176913c1312.jpg,,,,,
,88f79627a44ce7b038cbb1a81827b87e.jpg,,,,,
,3c8e64a0d5746ea6bb84116eccf3d79a.jpg,,,,,
0,cf656e2ed91bf013f2a7d4565d2f68ae.jpg,GRAFFITI,1586,202,526,178
0,cf656e2ed91bf013f2a7d4565d2f68ae.jpg,GRAFFITI,1879,1087,614,93
,44b449d4026ba9a9eac77f07f31c12c1.jpg,,,,,
,655eb6e17bfce871b68fa63ff99c69c7.jpg,,,,,
,b1a46e0865b8cfe1a2e4aa7590277ef6.jpg,,,,,
,9064f8730bf29b753c22738417d62963.jpg,,,,,
,2d1f753074f8b0378718e62382baa68d.jpg,,,,,
,1b6df6e41da8d8c62d9e353bffe73cd7.jpg,,,,,
,95dbb483b22fa01be09ccd7d3645325e.jpg,,,,,
3,66af6c008662158eb2667a9e372125ac.jpg,GARBAGE,1225,781,583,362
,4932d0b9cf95b54e3170f6568eb1a897.jpg,,,,,
,5b86535f9f6b4f425291368a50fad5ee.jpg,,,,,
,80e88cb4dd200f67e5d7a3101ab37197.jpg,,,,,
,46b3a06144d26449bfea1de7eba6002e.jpg,,,,,
4,9e50d9b415d0824919acc25dac9aee9d.jpg,CONSTRUCTION_ROAD,684,0,879,109
4,9e50d9b415d0824919acc25dac9aee9d.jpg,CONSTRUCTION_ROAD,984,79,749,174
,2ba3ee00bb61b0ed08b59f190c6b4bf5.jpg,,,,,
4,a9fe4831f30122e977130e6440efdf6d.jpg,CONSTRUCTION_ROAD,1901,1410,768,203
,3ee75265a1832bc5bd1ec34fe26085a9.jpg,,,,,
,b278142e994a544267302fc61cfcfe73.jpg,,,,,
,20f4af40e671e526d4230c265ceed77e.jpg,,,,,
,05d460dbde7de11bbbb92ed16b536609.jpg,,,,,
4,fbe527de78fc8da7234a3d46a18f0c2b.jpg,CONSTRUCTION_ROAD,1213,21,832,169
4,fbe527de78fc8da7234a3d46a18f0c2b.jpg,CONSTRUCTION_ROAD,1872,277,804,231
,2b5809dcc4c9e27e8c9fca66b0f4b63f.jpg,,,,,
,3836a1a006850aa1b8f74dde20d395a1.jpg,,,,,
,c429b06bdc375b3531affce14621f64f.jpg,,,,,
,4b98dee55b5f5f5fe2299192c7bcd41e.jpg,,,,,
,ce6bbd7134c60faaaa91c410159b0c56.jpg,,,,,
0,5ed4db498cf32fe21d4f1e3f1f4a1e6a.jpg,GRAFFITI,1167,137,425,172
7,e278efafb182c09102f6970b46d2e8a7.jpg,BAD_BILLBOARD,592,280,405,282
,0effc8108d77af7ed5872cd016ce7efa.jpg,,,,,
4,302de87440527521d5585f5ba25eb9c2.jpg,CONSTRUCTION_ROAD,1843,0,912,405
4,302de87440527521d5585f5ba25eb9c2.jpg,CONSTRUCTION_ROAD,1902,868,909,422
4,5368dc4b6c2d63025eeaa2e1988c1ac3.jpg,CONSTRUCTION_ROAD,1891,878,600,206
4,5368dc4b6c2d63025eeaa2e1988c1ac3.jpg,CONSTRUCTION_ROAD,661,-8,801,73
4,5368dc4b6c2d63025eeaa2e1988c1ac3.jpg,CONSTRUCTION_ROAD,1909,1411,715,191
,9fad84a12fcea37a03e9b29a9bf415e7.jpg,,,,,
2,4152841e1a6322755fa7852fa7dcc6a5.jpg,POTHOLES,944,16,934,584
2,4152841e1a6322755fa7852fa7dcc6a5.jpg,POTHOLES,1269,679,1093,688
2,4152841e1a6322755fa7852fa7dcc6a5.jpg,POTHOLES,1336,720,824,517
,2d552e5002df5a92460b5c42a5d4285e.jpg,,,,,
,0b4e39c1e1cd3780a8e74403b50aadae.jpg,,,,,
2,933bd4ee42924ac47a00cfb96f075f91.jpg,POTHOLES,1449,938,743,468
,643e22cb07258236bc57461f72a5ecfd.jpg,,,,,
,584078528db874b92265b835c41a0a91.jpg,,,,,
2,5dd0d85fdeb0e9d785276fec4ff08983.jpg,POTHOLES,1753,1061,709,501
2,5dd0d85fdeb0e9d785276fec4ff08983.jpg,POTHOLES,362,-4,1036,638
8,12e8861f58789229cbdfeadcb40a0ed9.jpg,SAND_ON_ROAD,1581,1064,620,363
8,12e8861f58789229cbdfeadcb40a0ed9.jpg,SAND_ON_ROAD,1918,1431,746,387
8,12e8861f58789229cbdfeadcb40a0ed9.jpg,SAND_ON_ROAD,483,-2,622,408
8,e70dcb33a8219356dd5a0841ead181d8.jpg,SAND_ON_ROAD,1898,1509,506,333
3,a60282ea76831fda36d626b1cafe4c22.jpg,GARBAGE,1521,1118,529,356
,d9acd99f37f6d8d5bd74194f064c7f5d.jpg,,,,,
,e9efa20ff16678b1ce8c563a280976ae.jpg,,,,,
,933ba419bf6375d8567fcb71c55174a4.jpg,,,,,
,0ffc2cba58a51ff379d536a6ec8e7664.jpg,,,,,
3,37acd96e127d46cbab7dc19676895ea3.jpg,GARBAGE,1908,1623,592,405
,71e3b9f49317f4950e4d15fc5f8f578b.jpg,,,,,
2,f1045c2b746842bb3441fc91672c7d0b.jpg,POTHOLES,1653,1102,975,636
2,f1045c2b746842bb3441fc91672c7d0b.jpg,POTHOLES,1858,1228,1075,768
2,f1045c2b746842bb3441fc91672c7d0b.jpg,POTHOLES,1519,1061,886,582
,5c016694c25ff0aa790b0d932a86d0d8.jpg,,,,,
,edbcbf3baf7305d9b5638053c2f60623.jpg,,,,,
3,7a8304a7a70c0b3e47495ea1ca10adb9.jpg,GARBAGE,1912,1408,694,288
